day_only,header,hours,minutes,titleUrl,time_min,time_max,prod_count
1/8/2021,Brawl Stars,,,https://play.google.com/store/apps/details?id=com.supercell.brawlstars,2021-01-08 09:20:56.507000+00:00,2021-01-08 22:40:47.604000+00:00,6
1/8/2021,Google,,,https://play.google.com/store/apps/details?id=com.google.android.googlequicksearchbox,2021-01-08 08:47:45.997000+00:00,2021-01-08 14:47:39.754000+00:00,2
1/8/2021,Google Chrome: Fast & Secure,,,https://play.google.com/store/apps/details?id=com.android.chrome,2021-01-08 09:17:16.140000+00:00,2021-01-08 09:17:16.140000+00:00,1
1/8/2021,Google Play Games,,,https://play.google.com/store/apps/details?id=com.google.android.play.games,2021-01-08 16:19:43.849000+00:00,2021-01-08 16:19:43.849000+00:00,1
1/8/2021,Need for Speed™ No Limits,,,https://play.google.com/store/apps/details?id=com.ea.game.nfs14_row,2021-01-08 16:24:14.719000+00:00,2021-01-08 16:24:14.719000+00:00,1
1/8/2021,Netflix,,,https://play.google.com/store/apps/details?id=com.netflix.mediaclient,2021-01-08 09:15:38.489000+00:00,2021-01-08 09:15:38.489000+00:00,1
1/8/2021,Permissions Controller,,,https://play.google.com/store/apps/details?id=com.google.android.permissioncontroller,2021-01-08 16:18:56.870000+00:00,2021-01-08 16:18:56.870000+00:00,1
1/8/2021,Samsung One UI Home,,,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-01-08 09:20:34.266000+00:00,2021-01-08 22:40:54.262000+00:00,6
1/9/2021,Box Simulator for Brawl Stars,,,https://play.google.com/store/apps/details?id=com.bigmelon.bsboxsim,2021-01-09 12:11:33.367000+00:00,2021-01-09 18:09:53.107000+00:00,2
1/9/2021,Brawl Stars,,,https://play.google.com/store/apps/details?id=com.supercell.brawlstars,2021-01-09 10:15:33.862000+00:00,2021-01-09 18:55:03.934000+00:00,6
1/9/2021,Google,,,https://play.google.com/store/apps/details?id=com.google.android.googlequicksearchbox,2021-01-09 11:52:00.417000+00:00,2021-01-09 11:52:00.417000+00:00,1
1/9/2021,Google Chrome: Fast & Secure,,,https://play.google.com/store/apps/details?id=com.android.chrome,2021-01-09 19:01:30.187000+00:00,2021-01-09 19:01:30.187000+00:00,1
1/9/2021,Need for Speed™ No Limits,,,https://play.google.com/store/apps/details?id=com.ea.game.nfs14_row,2021-01-09 11:18:54.447000+00:00,2021-01-09 21:07:06.315000+00:00,3
1/9/2021,Samsung One UI Home,,,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-01-09 10:15:11.402000+00:00,2021-01-09 19:04:00.895000+00:00,4
1/10/2021,Brawl Stars,,,https://play.google.com/store/apps/details?id=com.supercell.brawlstars,2021-01-10 11:53:36.381000+00:00,2021-01-10 22:30:38.272000+00:00,3
1/10/2021,Need for Speed™ No Limits,,,https://play.google.com/store/apps/details?id=com.ea.game.nfs14_row,2021-01-10 11:44:30.840000+00:00,2021-01-10 16:47:27.239000+00:00,2
1/10/2021,Samsung One UI Home,,,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-01-10 11:53:29.861000+00:00,2021-01-10 22:03:49.960000+00:00,4
1/11/2021,Box Simulator for Brawl Stars,,,https://play.google.com/store/apps/details?id=com.bigmelon.bsboxsim,2021-01-11 10:30:13.490000+00:00,2021-01-11 16:00:00.162000+00:00,2
1/11/2021,Brawl Stars,,,https://play.google.com/store/apps/details?id=com.supercell.brawlstars,2021-01-11 09:45:58.050000+00:00,2021-01-11 15:40:27.131000+00:00,4
1/11/2021,Need for Speed™ No Limits,,,https://play.google.com/store/apps/details?id=com.ea.game.nfs14_row,2021-01-11 10:13:48.978000+00:00,2021-01-11 15:59:25.612000+00:00,2
1/11/2021,Netflix,,,https://play.google.com/store/apps/details?id=com.netflix.mediaclient,2021-01-11 13:12:47.195000+00:00,2021-01-11 13:12:47.195000+00:00,1
1/11/2021,Samsung One UI Home,,,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-01-11 11:19:40.516000+00:00,2021-01-11 22:11:02.825000+00:00,5
1/12/2021,Box Simulator for Brawl Stars,,,https://play.google.com/store/apps/details?id=com.bigmelon.bsboxsim,2021-01-12 14:43:37.343000+00:00,2021-01-12 14:43:37.343000+00:00,1
1/12/2021,Brawl Stars,,,https://play.google.com/store/apps/details?id=com.supercell.brawlstars,2021-01-12 10:28:54.163000+00:00,2021-01-12 12:38:09.008000+00:00,2
1/12/2021,Need for Speed™ No Limits,,,https://play.google.com/store/apps/details?id=com.ea.game.nfs14_row,2021-01-12 14:54:15.314000+00:00,2021-01-12 14:54:15.314000+00:00,1
1/12/2021,Netflix,,,https://play.google.com/store/apps/details?id=com.netflix.mediaclient,2021-01-12 14:54:22.818000+00:00,2021-01-12 14:54:22.818000+00:00,1
1/12/2021,Samsung One UI Home,,,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-01-12 10:28:46.116000+00:00,2021-01-12 14:54:17.663000+00:00,2
1/13/2021,Brawl Stars,,,https://play.google.com/store/apps/details?id=com.supercell.brawlstars,2021-01-13 09:50:15.117000+00:00,2021-01-13 13:54:29.485000+00:00,2
1/13/2021,Netflix,,,https://play.google.com/store/apps/details?id=com.netflix.mediaclient,2021-01-13 12:32:05.683000+00:00,2021-01-13 12:32:05.683000+00:00,1
1/13/2021,Samsung One UI Home,,,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-01-13 01:13:11.072000+00:00,2021-01-13 13:54:25.070000+00:00,4
1/14/2021,Brawl Stars,,,https://play.google.com/store/apps/details?id=com.supercell.brawlstars,2021-01-14 10:02:54.214000+00:00,2021-01-14 20:05:44.243000+00:00,3
1/14/2021,Netflix,,,https://play.google.com/store/apps/details?id=com.netflix.mediaclient,2021-01-14 20:06:02.673000+00:00,2021-01-14 20:06:02.673000+00:00,1
1/14/2021,Samsung One UI Home,,,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-01-14 10:02:52.207000+00:00,2021-01-14 20:05:49.077000+00:00,2
1/15/2021,Box Simulator for Brawl Stars,,,https://play.google.com/store/apps/details?id=com.bigmelon.bsboxsim,2021-01-15 20:01:30.602000+00:00,2021-01-15 20:01:30.602000+00:00,1
1/15/2021,Brawl Stars,,,https://play.google.com/store/apps/details?id=com.supercell.brawlstars,2021-01-15 09:14:47.419000+00:00,2021-01-15 19:28:46.473000+00:00,5
1/15/2021,Netflix,,,https://play.google.com/store/apps/details?id=com.netflix.mediaclient,2021-01-15 12:06:42.778000+00:00,2021-01-15 20:10:05.530000+00:00,2
1/15/2021,Samsung One UI Home,,,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-01-15 09:14:43.370000+00:00,2021-01-15 21:45:37.090000+00:00,7
1/16/2021,Bottle Flip 3D,,,https://play.google.com/store/apps/details?id=pampam.ibf2,2021-01-16 15:03:24.612000+00:00,2021-01-16 15:03:24.612000+00:00,1
1/16/2021,Box Simulator for Brawl Stars,,,https://play.google.com/store/apps/details?id=com.bigmelon.bsboxsim,2021-01-16 11:26:48.748000+00:00,2021-01-16 16:50:45.826000+00:00,4
1/16/2021,Brawl Stars,,,https://play.google.com/store/apps/details?id=com.supercell.brawlstars,2021-01-16 09:43:37.235000+00:00,2021-01-16 14:00:04.496000+00:00,3
1/16/2021,Google,,,https://play.google.com/store/apps/details?id=com.google.android.googlequicksearchbox,2021-01-16 16:51:31.848000+00:00,2021-01-16 16:51:31.848000+00:00,1
1/16/2021,Google Chrome: Fast & Secure,,,https://play.google.com/store/apps/details?id=com.android.chrome,2021-01-16 15:11:40.375000+00:00,2021-01-16 15:11:40.375000+00:00,1
1/16/2021,Need for Speed™ No Limits,,,https://play.google.com/store/apps/details?id=com.ea.game.nfs14_row,2021-01-16 11:29:59.124000+00:00,2021-01-16 14:11:20.081000+00:00,2
1/16/2021,Netflix,,,https://play.google.com/store/apps/details?id=com.netflix.mediaclient,2021-01-16 16:51:39.197000+00:00,2021-01-16 16:51:39.197000+00:00,1
1/16/2021,Samsung One UI Home,,,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-01-16 09:43:10.472000+00:00,2021-01-16 16:51:06.309000+00:00,4
1/17/2021,Bottle Flip 3D,,,https://play.google.com/store/apps/details?id=pampam.ibf2,2021-01-17 13:45:35.702000+00:00,2021-01-17 21:02:30.206000+00:00,2
1/17/2021,Box Simulator for Brawl Stars,,,https://play.google.com/store/apps/details?id=com.bigmelon.bsboxsim,2021-01-17 13:47:14.963000+00:00,2021-01-17 21:02:08.566000+00:00,3
1/17/2021,Brawl Stars,,,https://play.google.com/store/apps/details?id=com.supercell.brawlstars,2021-01-17 09:57:28.008000+00:00,2021-01-17 20:47:44.326000+00:00,6
1/17/2021,Google,,,https://play.google.com/store/apps/details?id=com.google.android.googlequicksearchbox,2021-01-17 13:52:47.253000+00:00,2021-01-17 13:52:47.253000+00:00,1
1/17/2021,Google Chrome: Fast & Secure,,,https://play.google.com/store/apps/details?id=com.android.chrome,2021-01-17 13:41:50.736000+00:00,2021-01-17 13:41:50.736000+00:00,1
1/17/2021,Need for Speed™ No Limits,,,https://play.google.com/store/apps/details?id=com.ea.game.nfs14_row,2021-01-17 11:00:31.279000+00:00,2021-01-17 12:58:55.511000+00:00,2
1/17/2021,Netflix,,,https://play.google.com/store/apps/details?id=com.netflix.mediaclient,2021-01-17 19:27:51.978000+00:00,2021-01-17 19:27:51.978000+00:00,1
1/17/2021,Samsung One UI Home,,,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-01-17 08:47:28.915000+00:00,2021-01-17 21:02:17.330000+00:00,10
1/18/2021,Brawl Stars,,,https://play.google.com/store/apps/details?id=com.supercell.brawlstars,2021-01-18 12:48:30.969000+00:00,2021-01-18 14:12:41.774000+00:00,2
1/18/2021,Need for Speed™ No Limits,,,https://play.google.com/store/apps/details?id=com.ea.game.nfs14_row,2021-01-18 12:34:48.143000+00:00,2021-01-18 12:34:48.143000+00:00,1
1/18/2021,Samsung Gallery,,,https://play.google.com/store/apps/details?id=com.sec.android.gallery3d,2021-01-18 14:11:58.692000+00:00,2021-01-18 14:11:58.692000+00:00,1
1/18/2021,Samsung One UI Home,,,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-01-18 12:48:27.015000+00:00,2021-01-18 19:32:31.309000+00:00,3
1/19/2021,Bottle Flip 3D,,,https://play.google.com/store/apps/details?id=pampam.ibf2,2021-01-19 19:17:04.927000+00:00,2021-01-19 19:17:04.927000+00:00,1
1/19/2021,Box Simulator for Brawl Stars,,,https://play.google.com/store/apps/details?id=com.bigmelon.bsboxsim,2021-01-19 19:50:03.387000+00:00,2021-01-19 19:50:03.387000+00:00,1
1/19/2021,Brawl Stars,,,https://play.google.com/store/apps/details?id=com.supercell.brawlstars,2021-01-19 12:42:08.386000+00:00,2021-01-19 19:03:08.344000+00:00,5
1/19/2021,Google Family Link for children & teens,,,https://play.google.com/store/apps/details?id=com.google.android.apps.kids.familylinkhelper,2021-01-19 22:26:59.128000+00:00,2021-01-19 22:26:59.128000+00:00,1
1/19/2021,Need for Speed™ No Limits,,,https://play.google.com/store/apps/details?id=com.ea.game.nfs14_row,2021-01-19 13:24:52.333000+00:00,2021-01-19 15:03:55.196000+00:00,2
1/19/2021,Netflix,,,https://play.google.com/store/apps/details?id=com.netflix.mediaclient,2021-01-19 20:01:43.627000+00:00,2021-01-19 20:01:43.627000+00:00,1
1/19/2021,Samsung One UI Home,,,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-01-19 12:42:01.761000+00:00,2021-01-19 19:54:16.607000+00:00,6
1/20/2021,Brawl Stars,,,https://play.google.com/store/apps/details?id=com.supercell.brawlstars,2021-01-20 13:28:11.610000+00:00,2021-01-20 19:40:46.373000+00:00,4
1/20/2021,Need for Speed™ No Limits,,,https://play.google.com/store/apps/details?id=com.ea.game.nfs14_row,2021-01-20 14:45:44.036000+00:00,2021-01-20 14:45:44.036000+00:00,1
1/20/2021,Netflix,,,https://play.google.com/store/apps/details?id=com.netflix.mediaclient,2021-01-20 15:11:10.256000+00:00,2021-01-20 19:00:21.148000+00:00,3
1/20/2021,Samsung One UI Home,,,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-01-20 13:28:09.128000+00:00,2021-01-20 19:00:26.622000+00:00,3
1/21/2021,Box Simulator for Brawl Stars,,,https://play.google.com/store/apps/details?id=com.bigmelon.bsboxsim,2021-01-21 09:55:56.245000+00:00,2021-01-21 09:55:56.245000+00:00,1
1/21/2021,Brawl Stars,,,https://play.google.com/store/apps/details?id=com.supercell.brawlstars,2021-01-21 09:14:47.286000+00:00,2021-01-21 19:46:06.850000+00:00,4
1/21/2021,Need for Speed™ No Limits,,,https://play.google.com/store/apps/details?id=com.ea.game.nfs14_row,2021-01-21 09:09:05.481000+00:00,2021-01-21 09:09:05.481000+00:00,1
1/21/2021,Netflix,,,https://play.google.com/store/apps/details?id=com.netflix.mediaclient,2021-01-21 19:52:46.729000+00:00,2021-01-21 19:52:46.729000+00:00,1
1/21/2021,Samsung One UI Home,,,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-01-21 09:14:45.048000+00:00,2021-01-21 19:52:38.897000+00:00,3
1/22/2021,Box Simulator for Brawl Stars,,,https://play.google.com/store/apps/details?id=com.bigmelon.bsboxsim,2021-01-22 18:10:30.523000+00:00,2021-01-22 18:10:30.523000+00:00,1
1/22/2021,Brawl Stars,,,https://play.google.com/store/apps/details?id=com.supercell.brawlstars,2021-01-22 14:07:53.624000+00:00,2021-01-22 17:39:29.937000+00:00,3
1/22/2021,Need for Speed™ No Limits,,,https://play.google.com/store/apps/details?id=com.ea.game.nfs14_row,2021-01-22 16:09:35.984000+00:00,2021-01-22 16:09:35.984000+00:00,1
1/22/2021,Netflix,,,https://play.google.com/store/apps/details?id=com.netflix.mediaclient,2021-01-22 18:20:20.524000+00:00,2021-01-22 18:20:20.524000+00:00,1
1/22/2021,Samsung One UI Home,,,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-01-22 09:28:54.492000+00:00,2021-01-22 18:20:07.494000+00:00,4
1/23/2021,Bottle Flip 3D,,,https://play.google.com/store/apps/details?id=pampam.ibf2,2021-01-23 16:51:32.493000+00:00,2021-01-23 16:51:32.493000+00:00,1
1/23/2021,Brawl Stars,,,https://play.google.com/store/apps/details?id=com.supercell.brawlstars,2021-01-23 13:01:53.806000+00:00,2021-01-23 20:07:37.200000+00:00,5
1/23/2021,Google,,,https://play.google.com/store/apps/details?id=com.google.android.googlequicksearchbox,2021-01-23 16:58:04.394000+00:00,2021-01-23 16:58:04.394000+00:00,1
1/23/2021,Google Chrome: Fast & Secure,,,https://play.google.com/store/apps/details?id=com.android.chrome,2021-01-23 13:01:46.547000+00:00,2021-01-23 13:01:46.547000+00:00,1
1/23/2021,Google Family Link for children & teens,,,https://play.google.com/store/apps/details?id=com.google.android.apps.kids.familylinkhelper,2021-01-23 16:06:19.393000+00:00,2021-01-23 16:06:19.393000+00:00,1
1/23/2021,Kids Mode,,,https://play.google.com/store/apps/details?id=com.sec.android.app.kidshome,2021-01-23 08:54:51.073000+00:00,2021-01-23 12:37:21.313000+00:00,2
1/23/2021,My Talking Tom Friends,,,https://play.google.com/store/apps/details?id=com.outfit7.mytalkingtomfriends,2021-01-23 13:05:03.742000+00:00,2021-01-23 13:05:03.742000+00:00,1
1/23/2021,Need for Speed™ No Limits,,,https://play.google.com/store/apps/details?id=com.ea.game.nfs14_row,2021-01-23 15:32:20.116000+00:00,2021-01-23 16:34:54.334000+00:00,2
1/23/2021,Samsung One UI Home,,,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-01-23 08:55:31.795000+00:00,2021-01-23 16:57:49.523000+00:00,5
1/24/2021,Box Simulator for Brawl Stars,,,https://play.google.com/store/apps/details?id=com.bigmelon.bsboxsim,2021-01-24 11:17:30.701000+00:00,2021-01-24 14:49:33.914000+00:00,2
1/24/2021,Brawl Stars,,,https://play.google.com/store/apps/details?id=com.supercell.brawlstars,2021-01-24 10:19:40.552000+00:00,2021-01-24 17:33:13.688000+00:00,6
1/24/2021,Google,,,https://play.google.com/store/apps/details?id=com.google.android.googlequicksearchbox,2021-01-24 12:46:51.928000+00:00,2021-01-24 12:46:51.928000+00:00,1
1/24/2021,Google Family Link for children & teens,,,https://play.google.com/store/apps/details?id=com.google.android.apps.kids.familylinkhelper,2021-01-24 14:49:09.986000+00:00,2021-01-24 14:49:09.986000+00:00,1
1/24/2021,My Talking Tom Friends,,,https://play.google.com/store/apps/details?id=com.outfit7.mytalkingtomfriends,2021-01-24 11:31:30.077000+00:00,2021-01-24 17:31:52.035000+00:00,4
1/24/2021,Need for Speed™ No Limits,,,https://play.google.com/store/apps/details?id=com.ea.game.nfs14_row,2021-01-24 10:14:21.538000+00:00,2021-01-24 15:22:47.688000+00:00,3
1/24/2021,Permissions Controller,,,https://play.google.com/store/apps/details?id=com.google.android.permissioncontroller,2021-01-24 13:10:40.249000+00:00,2021-01-24 13:10:40.249000+00:00,1
1/24/2021,Samsung One UI Home,,,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-01-24 10:19:38.071000+00:00,2021-01-24 17:33:10.429000+00:00,8
1/25/2021,Brawl Stars,,,https://play.google.com/store/apps/details?id=com.supercell.brawlstars,2021-01-25 10:56:22.794000+00:00,2021-01-25 14:50:38.450000+00:00,2
1/25/2021,Need for Speed™ No Limits,,,https://play.google.com/store/apps/details?id=com.ea.game.nfs14_row,2021-01-25 10:48:44.053000+00:00,2021-01-25 10:48:44.053000+00:00,1
1/25/2021,Samsung One UI Home,,,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-01-25 10:56:17.069000+00:00,2021-01-25 10:56:17.069000+00:00,1
1/26/2021,Brawl Stars,,,https://play.google.com/store/apps/details?id=com.supercell.brawlstars,2021-01-26 12:14:24.705000+00:00,2021-01-26 20:00:30.615000+00:00,5
1/26/2021,Google,,,https://play.google.com/store/apps/details?id=com.google.android.googlequicksearchbox,2021-01-26 12:15:22.550000+00:00,2021-01-26 12:15:22.550000+00:00,1
1/26/2021,Kids Mode,,,https://play.google.com/store/apps/details?id=com.sec.android.app.kidshome,2021-01-26 12:15:33.729000+00:00,2021-01-26 12:15:33.729000+00:00,1
1/26/2021,My Talking Tom Friends,,,https://play.google.com/store/apps/details?id=com.outfit7.mytalkingtomfriends,2021-01-26 20:19:33.399000+00:00,2021-01-26 20:19:33.399000+00:00,1
1/26/2021,Need for Speed™ No Limits,,,https://play.google.com/store/apps/details?id=com.ea.game.nfs14_row,2021-01-26 18:01:17.413000+00:00,2021-01-26 18:01:17.413000+00:00,1
1/26/2021,Netflix,,,https://play.google.com/store/apps/details?id=com.netflix.mediaclient,2021-01-26 15:55:39.922000+00:00,2021-01-26 15:55:39.922000+00:00,1
1/26/2021,Samsung One UI Home,,,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-01-26 11:19:58.034000+00:00,2021-01-26 20:19:21.161000+00:00,8
1/27/2021,Bottle Flip 3D,,,https://play.google.com/store/apps/details?id=pampam.ibf2,2021-01-27 16:10:54.237000+00:00,2021-01-27 20:44:49.211000+00:00,2
1/27/2021,Brawl Stars,,,https://play.google.com/store/apps/details?id=com.supercell.brawlstars,2021-01-27 10:12:30.745000+00:00,2021-01-27 20:46:21.065000+00:00,4
1/27/2021,Device Care,,,https://play.google.com/store/apps/details?id=com.samsung.android.lool,2021-01-27 09:26:22.373000+00:00,2021-01-27 09:26:22.373000+00:00,1
1/27/2021,My Talking Tom Friends,,,https://play.google.com/store/apps/details?id=com.outfit7.mytalkingtomfriends,2021-01-27 15:53:10.175000+00:00,2021-01-27 15:53:10.175000+00:00,1
1/27/2021,Need for Speed™ No Limits,,,https://play.google.com/store/apps/details?id=com.ea.game.nfs14_row,2021-01-27 15:46:24.447000+00:00,2021-01-27 20:55:49.850000+00:00,2
1/27/2021,Netflix,,,https://play.google.com/store/apps/details?id=com.netflix.mediaclient,2021-01-27 10:14:29.830000+00:00,2021-01-27 14:01:59.782000+00:00,2
1/27/2021,Samsung One UI Home,,,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-01-27 10:13:46.355000+00:00,2021-01-27 20:55:44.366000+00:00,4
1/28/2021,Box Simulator for Brawl Stars,,,https://play.google.com/store/apps/details?id=com.bigmelon.bsboxsim,2021-01-28 19:41:28.749000+00:00,2021-01-28 19:41:28.749000+00:00,1
1/28/2021,Brawl Stars,,,https://play.google.com/store/apps/details?id=com.supercell.brawlstars,2021-01-28 10:12:34.262000+00:00,2021-01-28 19:32:37.532000+00:00,5
1/28/2021,Need for Speed™ No Limits,,,https://play.google.com/store/apps/details?id=com.ea.game.nfs14_row,2021-01-28 20:03:33.387000+00:00,2021-01-28 20:03:33.387000+00:00,1
1/28/2021,Netflix,,,https://play.google.com/store/apps/details?id=com.netflix.mediaclient,2021-01-28 20:04:00.989000+00:00,2021-01-28 20:04:00.989000+00:00,1
1/28/2021,Samsung One UI Home,,,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-01-28 09:53:11.242000+00:00,2021-01-28 20:03:57.681000+00:00,3
1/29/2021,Bottle Flip 3D,,,https://play.google.com/store/apps/details?id=pampam.ibf2,2021-01-29 17:47:29.740000+00:00,2021-01-29 17:47:29.740000+00:00,1
1/29/2021,Box Simulator for Brawl Stars,,,https://play.google.com/store/apps/details?id=com.bigmelon.bsboxsim,2021-01-29 17:26:21.158000+00:00,2021-01-29 17:26:21.158000+00:00,1
1/29/2021,Brawl Stars,,,https://play.google.com/store/apps/details?id=com.supercell.brawlstars,2021-01-29 12:52:01.330000+00:00,2021-01-29 19:00:50.642000+00:00,4
1/29/2021,Google,,,https://play.google.com/store/apps/details?id=com.google.android.googlequicksearchbox,2021-01-29 14:48:23.767000+00:00,2021-01-29 14:48:23.767000+00:00,1
1/29/2021,Google Play Games,,,https://play.google.com/store/apps/details?id=com.google.android.play.games,2021-01-29 17:20:26.322000+00:00,2021-01-29 17:20:26.322000+00:00,1
1/29/2021,Need for Speed™ No Limits,,,https://play.google.com/store/apps/details?id=com.ea.game.nfs14_row,2021-01-29 12:51:27.434000+00:00,2021-01-29 17:21:44.111000+00:00,3
1/29/2021,Netflix,,,https://play.google.com/store/apps/details?id=com.netflix.mediaclient,2021-01-29 17:50:24.586000+00:00,2021-01-29 18:59:02.528000+00:00,2
1/29/2021,Paint By Number - Coloring Book & Color by Number,,,https://play.google.com/store/apps/details?id=paint.by.number.pixel.art.coloring.drawing.puzzle,2021-01-29 14:20:43.628000+00:00,2021-01-29 17:12:54.106000+00:00,3
1/29/2021,Samsung Gallery,,,https://play.google.com/store/apps/details?id=com.sec.android.gallery3d,2021-01-29 19:00:20.804000+00:00,2021-01-29 19:00:20.804000+00:00,1
1/29/2021,Samsung One UI Home,,,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-01-29 00:42:07.709000+00:00,2021-01-29 19:00:40.397000+00:00,8
1/30/2021,Among Us,,,https://play.google.com/store/apps/details?id=com.innersloth.spacemafia,2021-01-30 10:40:48.628000+00:00,2021-01-30 17:27:41.692000+00:00,3
1/30/2021,Box Simulator for Brawl Stars,,,https://play.google.com/store/apps/details?id=com.bigmelon.bsboxsim,2021-01-30 13:00:11.899000+00:00,2021-01-30 13:00:11.899000+00:00,1
1/30/2021,Brawl Stars,,,https://play.google.com/store/apps/details?id=com.supercell.brawlstars,2021-01-30 10:45:48.137000+00:00,2021-01-30 20:13:08.344000+00:00,7
1/30/2021,Google,,,https://play.google.com/store/apps/details?id=com.google.android.googlequicksearchbox,2021-01-30 14:53:50.188000+00:00,2021-01-30 14:53:50.188000+00:00,1
1/30/2021,Google Chrome: Fast & Secure,,,https://play.google.com/store/apps/details?id=com.android.chrome,2021-01-30 14:53:56.489000+00:00,2021-01-30 14:53:56.489000+00:00,1
1/30/2021,Google Family Link for children & teens,,,https://play.google.com/store/apps/details?id=com.google.android.apps.kids.familylinkhelper,2021-01-30 13:37:01.587000+00:00,2021-01-30 13:37:01.587000+00:00,1
1/30/2021,Google Play Games,,,https://play.google.com/store/apps/details?id=com.google.android.play.games,2021-01-30 13:36:44.660000+00:00,2021-01-30 13:36:44.660000+00:00,1
1/30/2021,My Talking Tom Friends,,,https://play.google.com/store/apps/details?id=com.outfit7.mytalkingtomfriends,2021-01-30 13:40:57.609000+00:00,2021-01-30 14:55:43.139000+00:00,2
1/30/2021,Need for Speed™ No Limits,,,https://play.google.com/store/apps/details?id=com.ea.game.nfs14_row,2021-01-30 12:45:43.530000+00:00,2021-01-30 17:22:49.029000+00:00,3
1/30/2021,Netflix,,,https://play.google.com/store/apps/details?id=com.netflix.mediaclient,2021-01-30 14:00:21.924000+00:00,2021-01-30 20:13:02.654000+00:00,4
1/30/2021,Paint By Number - Coloring Book & Color by Number,,,https://play.google.com/store/apps/details?id=paint.by.number.pixel.art.coloring.drawing.puzzle,2021-01-30 13:02:00.120000+00:00,2021-01-30 13:02:00.120000+00:00,1
1/30/2021,Samsung One UI Home,,,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-01-30 10:45:42.012000+00:00,2021-01-30 20:13:05.637000+00:00,7
1/31/2021,Among Us,,,https://play.google.com/store/apps/details?id=com.innersloth.spacemafia,2021-01-31 12:57:59.139000+00:00,2021-01-31 12:57:59.139000+00:00,1
1/31/2021,Bottle Flip 3D,,,https://play.google.com/store/apps/details?id=pampam.ibf2,2021-01-31 13:01:34.396000+00:00,2021-01-31 18:05:59.103000+00:00,2
1/31/2021,Box Simulator for Brawl Stars,,,https://play.google.com/store/apps/details?id=com.bigmelon.bsboxsim,2021-01-31 12:00:03.684000+00:00,2021-01-31 17:52:25.213000+00:00,3
1/31/2021,Brawl Stars,,,https://play.google.com/store/apps/details?id=com.supercell.brawlstars,2021-01-31 12:16:49.888000+00:00,2021-01-31 18:07:52.051000+00:00,4
1/31/2021,Google Chrome: Fast & Secure,,,https://play.google.com/store/apps/details?id=com.android.chrome,2021-01-31 13:17:39.299000+00:00,2021-01-31 13:17:39.299000+00:00,1
1/31/2021,Need for Speed™ No Limits,,,https://play.google.com/store/apps/details?id=com.ea.game.nfs14_row,2021-01-31 11:59:39.716000+00:00,2021-01-31 13:49:41.881000+00:00,2
1/31/2021,Paint By Number - Coloring Book & Color by Number,,,https://play.google.com/store/apps/details?id=paint.by.number.pixel.art.coloring.drawing.puzzle,2021-01-31 12:51:48.424000+00:00,2021-01-31 18:23:40.141000+00:00,2
1/31/2021,Samsung One UI Home,,,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-01-31 12:16:47.238000+00:00,2021-01-31 18:22:43.061000+00:00,5
2/1/2021,Among Us,,,https://play.google.com/store/apps/details?id=com.innersloth.spacemafia,2021-02-01 14:16:23.167000+00:00,2021-02-01 18:03:47.646000+00:00,3
2/1/2021,Bottle Flip 3D,,,https://play.google.com/store/apps/details?id=pampam.ibf2,2021-02-01 14:05:09.384000+00:00,2021-02-01 14:05:09.384000+00:00,1
2/1/2021,Brawl Stars,,,https://play.google.com/store/apps/details?id=com.supercell.brawlstars,2021-02-01 13:59:31.769000+00:00,2021-02-01 17:14:24.986000+00:00,4
2/1/2021,Need for Speed™ No Limits,,,https://play.google.com/store/apps/details?id=com.ea.game.nfs14_row,2021-02-01 17:36:00.360000+00:00,2021-02-01 17:36:00.360000+00:00,1
2/1/2021,Samsung One UI Home,,,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-02-01 14:16:16.826000+00:00,2021-02-01 18:03:45.210000+00:00,4
2/2/2021,Among Us,,,https://play.google.com/store/apps/details?id=com.innersloth.spacemafia,2021-02-02 14:03:43.787000+00:00,2021-02-02 22:21:20.366000+00:00,2
